country,unit,iso_code,type,model,status,site_name,site_location,owner_long_name,latest_thermal_power,latest_gross_electr_power,original_design_net_electr_power,latest_ref_unit_power_net,construction_date,criticality_date,grid_date,commercial_date,suspended_operation_date,susp_op_end_date,permanent_shutdown_date,operator_long_name,load_factor,lifetime_electr_supplied
UNITED KINGDOM,HINKLEY POINT B-1,GB,GCR  ,AGR,Permanent Shutdown,HINKLEY POINT B,Seacoast,EDF Energy,1494,655,625,485,1967-09-01,1976-09-24,1976-10-30,1978-10-02,,,2022-08-01,EDF Energy,76.54,
UNITED KINGDOM,HINKLEY POINT B-2,GB,GCR  ,AGR,Permanent Shutdown,HINKLEY POINT B,Seacoast,EDF Energy,1494,655,625,480,1967-09-01,1976-02-01,1976-02-05,1976-09-27,,,2022-07-06,EDF Energy,73.38,
UNITED KINGDOM,HINKLEY POINT C-1,GB,PWR  ,EPR-1750,Under Construction,HINKLEY POINT C,Seacoast,EDF Energy - China General Nuclear joint venture,4524,1720,1630,1630,2018-12-11,,,,,,,EDF Energy - China General Nuclear joint venture,,
UNITED KINGDOM,HINKLEY POINT C-2,GB,PWR  ,EPR-1750,Under Construction,HINKLEY POINT C,Seacoast,EDF Energy - China General Nuclear joint venture,4524,1720,1630,1630,2019-12-12,,,,,,,EDF Energy - China General Nuclear joint venture,,
UNITED KINGDOM,HUNTERSTON A-1,GB,GCR  ,MAGNOX,Permanent Shutdown,HUNTERSTON A,Seacoast,Nuclear Decommissioning Authority,595,173,150,150,1957-10-01,1963-08-01,1964-02-05,1964-02-05,,,1990-03-30,"MAGNOX, LTD",81.55,
UNITED KINGDOM,HUNTERSTON A-2,GB,GCR  ,MAGNOX,Permanent Shutdown,HUNTERSTON A,Seacoast,Nuclear Decommissioning Authority,595,173,150,150,1957-10-01,1964-03-01,1964-06-01,1964-07-01,,,1989-12-31,"MAGNOX, LTD",81.55,
UNITED KINGDOM,HUNTERSTON B-1,GB,GCR  ,AGR,Permanent Shutdown,HUNTERSTON B,Seacoast,EDF Energy,1496,644,624,490,1967-11-01,1976-01-31,1976-02-06,1976-02-07,,,2021-11-26,EDF Energy,68.7,
UNITED KINGDOM,HUNTERSTON B-2,GB,GCR  ,AGR,Permanent Shutdown,HUNTERSTON B,Seacoast,EDF Energy,1496,644,624,495,1967-11-01,1977-03-27,1977-03-31,1977-04-01,,,2022-01-07,EDF Energy,69.68,
UNITED KINGDOM,OLDBURY A-1,GB,GCR  ,MAGNOX,Permanent Shutdown,OLDBURY,Inland near a river,Nuclear Decommissioning Authority,730,230,300,217,1962-05-01,1967-08-01,1967-11-07,1967-12-31,,,2012-02-29,"MAGNOX, LTD",76.18,
UNITED KINGDOM,OLDBURY A-2,GB,GCR  ,MAGNOX,Permanent Shutdown,OLDBURY,Inland near a river,Nuclear Decommissioning Authority,660,230,300,217,1962-05-01,1967-12-01,1968-04-06,1968-09-30,,,2011-06-30,"MAGNOX, LTD",81.28,
UNITED KINGDOM,SIZEWELL A-1,GB,GCR  ,MAGNOX,Permanent Shutdown,SIZEWELL A,Seacoast,Nuclear Decommissioning Authority,1010,245,290,210,1961-04-01,1965-06-01,1966-01-21,1966-03-25,,,2006-12-31,"MAGNOX, LTD",74.69,
UNITED KINGDOM,SIZEWELL A-2,GB,GCR  ,MAGNOX,Permanent Shutdown,SIZEWELL A,Seacoast,Nuclear Decommissioning Authority,1010,245,290,210,1961-04-01,1965-12-01,1966-04-09,1966-09-15,,,2006-12-31,"MAGNOX, LTD",71.28,
UNITED KINGDOM,SIZEWELL B,GB,PWR  ,SNUPPS,Operational,SIZEWELL B,Seacoast,EDF Energy,3425,1250,1188,1198,1988-07-18,1995-01-31,1995-02-14,1995-09-22,,,,EDF Energy,83.19,233.22
UNITED KINGDOM,TORNESS-1,GB,GCR  ,AGR,Operational,TORNESS,Seacoast,EDF Energy,1623,682,645,595,1980-08-01,1988-03-25,1988-05-25,1988-05-25,,,,EDF Energy,74.95,144.0
UNITED KINGDOM,TORNESS-2,GB,GCR  ,AGR,Operational,TORNESS,Seacoast,EDF Energy,1623,682,645,605,1980-08-01,1988-12-23,1989-02-03,1989-02-04,,,,EDF Energy,74.38,141.2
UNITED KINGDOM,TRAWSFYNYDD-1,GB,GCR  ,MAGNOX,Permanent Shutdown,TRAWSFYNYDD,Inland near a lake,Nuclear Decommissioning Authority,850,235,250,195,1959-07-01,1964-09-01,1965-01-14,1965-03-24,,,1991-02-06,"MAGNOX, LTD",79.61,
UNITED KINGDOM,TRAWSFYNYDD-2,GB,GCR  ,MAGNOX,Permanent Shutdown,TRAWSFYNYDD,Inland near a lake,Nuclear Decommissioning Authority,850,235,250,195,1959-07-01,1964-12-01,1965-02-02,1965-03-24,,,1991-02-04,"MAGNOX, LTD",79.61,
UNITED KINGDOM,WINDSCALE AGR,GB,GCR  ,AGR,Permanent Shutdown,WINDSCALE,Seacoast,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,120,36,32,24,1958-11-01,1962-08-09,1963-02-01,1963-03-01,,,1981-04-03,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,59.75,
UNITED KINGDOM,WINFRITH SGHWR,GB,SGHWR,SGHWR,Permanent Shutdown,WINFRITH,,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,318,100,92,92,1963-05-01,1967-09-01,1967-12-01,1968-01-01,,,1990-09-11,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,60.67,
UNITED KINGDOM,WYLFA-1,GB,GCR  ,MAGNOX,Permanent Shutdown,WYLFA,Seacoast,Nuclear Decommissioning Authority,1650,530,550,490,1963-09-01,1969-11-01,1971-01-24,1971-11-01,,,2015-12-30,"MAGNOX, LTD",70.28,
UNITED KINGDOM,WYLFA-2,GB,GCR  ,MAGNOX,Permanent Shutdown,WYLFA,Seacoast,Nuclear Decommissioning Authority,1920,540,550,490,1963-09-01,1970-09-01,1971-07-21,1972-01-03,,,2012-04-25,"MAGNOX, LTD",69.78,
UNITED STATES OF AMERICA,ALLENS CREEK-1,US,BWR  ,,Cancelled Plan,ALLENS CREEK,,,3579,1207,1160,1160,,,,,,,1982-09-01,HOUSTON LIGHT AND POWER CO.,,
UNITED STATES OF AMERICA,ALLENS CREEK-2,US,BWR  ,,Cancelled Plan,ALLENS CREEK,,,3579,1207,1160,1160,,,,,,,1976-09-01,HOUSTON LIGHT AND POWER CO.,,
UNITED STATES OF AMERICA,ANO-1,US,PWR  ,B&W LLP (DRYAMB),Operational,ARKANSAS ONE,Inland near a river,"ENTERGY ARKANSAS, INC.",2568,903,850,836,1968-10-01,1974-08-06,1974-08-17,1974-12-19,,,,"Entergy Nuclear Operations, Inc.",79.03,289.72
UNITED STATES OF AMERICA,ANO-2,US,PWR  ,CE 2LP (DRYAMB),Operational,ARKANSAS ONE,Inland near a river,"ENTERGY ARKANSAS, INC.",3026,1065,912,988,1968-12-06,1978-12-05,1978-12-26,1980-03-26,,,,"Entergy Nuclear Operations, Inc.",84.54,305.71
UNITED STATES OF AMERICA,ATLANTIC-1,US,PWR  ,,Cancelled Plan,ATLANTIC,,,3411,1212,1150,1150,,,,,,,1978-12-01,"PSEG Nuclear, LLC",,
UNITED STATES OF AMERICA,ATLANTIC-2,US,PWR  ,,Cancelled Plan,ATLANTIC,,,3411,1212,1150,1150,,,,,,,1978-12-01,"PSEG Nuclear, LLC",,
UNITED STATES OF AMERICA,BAILLY,US,BWR  ,BWR,Cancelled Constr.,BAILLY,Inland near a lake,,1931,686,660,660,1974-01-01,,,,,,1981-08-01,NORTH INDIANA PUBLIC SERVICES  CO.,,
UNITED STATES OF AMERICA,BARTON-1,US,BWR  ,,Cancelled Plan,BARTON,,,3583,1254,1209,1209,,,,,,,1977-11-01,ALABAMA POWER CO.,,
UNITED STATES OF AMERICA,BARTON-2,US,BWR  ,,Cancelled Plan,BARTON,,,3583,1254,1209,1209,,,,,,,1977-11-01,ALABAMA POWER CO.,,
UNITED STATES OF AMERICA,BARTON-3,US,BWR  ,,Cancelled Plan,BARTON,,,3583,1254,1209,1209,,,,,,,1975-11-01,ALABAMA POWER CO.,,
UNITED STATES OF AMERICA,BARTON-4,US,BWR  ,,Cancelled Plan,BARTON,,,3583,1254,1209,1209,,,,,,,1975-11-01,ALABAMA POWER CO.,,
UNITED STATES OF AMERICA,BEAVER VALLEY-1,US,PWR  ,WH 3LP (DRYSUB),Operational,BEAVER VALLEY,Inland near a river,"PPL Susquehanna, LLC",2900,959,835,908,1970-06-26,1976-05-10,1976-06-14,1976-10-01,,,,FIRST ENERGY NUCLEAR OPERATING CO.,77.55,278.18
UNITED STATES OF AMERICA,BEAVER VALLEY-2,US,PWR  ,WH 3LP (DRYSUB),Operational,BEAVER VALLEY,Inland near a river,OHIO EDISON CO.,2900,958,836,905,1974-05-03,1987-08-04,1987-08-17,1987-11-17,,,,FIRST ENERGY NUCLEAR OPERATING CO.,87.28,244.14
UNITED STATES OF AMERICA,BELL BEND,US,PWR  ,EPR,Cancelled Plan,BELL BEND,,"PPL Susquehanna, LLC",4300,1720,1600,1600,,,,,,,,,,
UNITED STATES OF AMERICA,BELLEFONTE-1,US,PWR  ,,Suspended Constr.,BELLEFONTE,,,3621,1263,1235,1235,1974-09-01,,,,,,,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,BELLEFONTE-2,US,PWR  ,,Suspended Constr.,BELLEFONTE,,,3621,1263,1235,1235,1974-09-01,,,,,,,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,BELLEFONTE-3,US,PWR  ,AP-1000,Cancelled Plan,BELLEFONTE,,Tennessee Valley Authority,3750,1250,1117,1117,,,,,,,2016-03-28,,,
UNITED STATES OF AMERICA,BELLEFONTE-4,US,PWR  ,AP-1000,Cancelled Plan,BELLEFONTE,,Tennessee Valley Authority,3750,1250,1117,1117,,,,,,,2016-03-28,,,
UNITED STATES OF AMERICA,BIG ROCK POINT,US,BWR  ,-,Permanent Shutdown,BIG ROCK POINT,Seacoast,CONSUMERS POWER CO.,240,71,72,67,1960-05-01,1962-09-27,1962-12-08,1963-03-29,,,1997-08-29,CONSUMERS POWER CO.,64.14,
UNITED STATES OF AMERICA,BLACK FOX-1,US,BWR  ,,Cancelled Constr.,BLACK FOX,Inland near a river,,3579,1226,1150,1150,1978-07-01,,,,,,1982-02-01,PUBLIC SERVICES CO. OF OKLAHOMA,,
UNITED STATES OF AMERICA,BLACK FOX-2,US,BWR  ,,Cancelled Constr.,BLACK FOX,Inland near a river,,3579,1226,1150,1150,1978-07-01,,,,,,1982-02-01,PUBLIC SERVICES CO. OF OKLAHOMA,,
UNITED STATES OF AMERICA,BLUE HILLS-1,US,PWR  ,,Cancelled Plan,BLUE HILLS,,,2850,957,930,930,,,,,,,1978-08-01,GULF STATES UTILITIES CO.,,
UNITED STATES OF AMERICA,BLUE HILLS-2,US,PWR  ,,Cancelled Plan,BLUE HILLS,,,2825,957,930,930,,,,,,,1978-08-01,GULF STATES UTILITIES CO.,,
UNITED STATES OF AMERICA,BONUS,US,BWR  ,Superheater,Permanent Shutdown,BONUS,Seacoast,US DOE and Puerto Rico Electric Power Authority,50,18,17,17,1960-01-01,1964-04-13,1964-08-14,1965-09-01,,,1968-06-01,DOE & PUERTO RICO WATER RESOURCES,,
UNITED STATES OF AMERICA,BRAIDWOOD-1,US,PWR  ,WH 4LP (DRYAMB),Operational,BRAIDWOOD,Inland near a lake,"Exelon Corporation 
",3645,1270,1120,1194,1975-08-01,1987-05-29,1987-07-12,1988-07-29,,,,"Exelon Generation Co., LLC",90.17,333.09
UNITED STATES OF AMERICA,BRAIDWOOD-2,US,PWR  ,WH 4LP (DRYAMB),Operational,BRAIDWOOD,Inland near a lake,"Exelon Corporation 
",3645,1230,1120,1160,1975-08-01,1988-03-08,1988-05-25,1988-10-17,,,,"Exelon Generation Co., LLC",91.51,331.43
UNITED STATES OF AMERICA,BROWNS FERRY-1,US,BWR  ,BWR-4 (Mark 1),Operational,BROWNS FERRY,Inland near a river,Tennessee Valley Authority,3458,1256,1065,1200,1967-05-01,1973-08-17,1973-10-15,1974-12-20,1985-03-19,2007-06-02,,Tennessee Valley Authority,78.76,215.05
UNITED STATES OF AMERICA,BROWNS FERRY-2,US,BWR  ,BWR-4 (Mark 1),Operational,BROWNS FERRY,Inland near a river,Tennessee Valley Authority,3458,1259,1065,1200,1967-05-01,1974-07-20,1974-08-28,1975-03-01,1985-03-01,1991-05-24,,Tennessee Valley Authority,81.89,345.04
UNITED STATES OF AMERICA,BROWNS FERRY-3,US,BWR  ,BWR-4 (Mark 1),Operational,BROWNS FERRY,Inland near a river,Tennessee Valley Authority,3458,1260,1065,1210,1968-07-01,1976-08-08,1976-09-12,1977-03-01,1985-03-01,1995-11-01,2036-07-01,Tennessee Valley Authority,84.0,307.24
UNITED STATES OF AMERICA,BRUNSWICK-1,US,BWR  ,BWR-4 (Mark 1),Operational,BRUNSWICK,Inland near a river,"PROGRESS ENERGY Carolinas, Inc.",2923,990,821,938,1970-02-07,1976-10-08,1976-12-04,1977-03-18,,,,Progress Energy,78.93,282.14
UNITED STATES OF AMERICA,BRUNSWICK-2,US,BWR  ,BWR-4 (Mark 1),Operational,BRUNSWICK,Inland near a river,"PROGRESS ENERGY Carolinas, Inc.",2923,960,821,932,1970-02-07,1975-03-20,1975-04-29,1975-11-03,,,,Progress Energy,77.09,271.71
UNITED STATES OF AMERICA,BYRON-1,US,PWR  ,WH 4LP (DRYAMB),Operational,BYRON,Inland near a river,"Exelon Corporation 
",3645,1242,1120,1164,1975-04-01,1985-02-02,1985-03-01,1985-09-16,,,,"Exelon Generation Co., LLC",88.86,349.42
UNITED STATES OF AMERICA,BYRON-2,US,PWR  ,WH 4LP (DRYAMB),Operational,BYRON,Inland near a river,"Exelon Corporation 
",3645,1210,1120,1136,1975-04-01,1987-01-09,1987-02-06,1987-08-02,,,,"Exelon Generation Co., LLC",91.63,327.9
UNITED STATES OF AMERICA,CALLAWAY 2,US,PWR  ,U.S. EPR,Cancelled Plan,CALLAWAY,Inland near a river,"AMEREN UE, Union Electric Company",,,4500,4500,,,,,,,2015-08-31,,,
UNITED STATES OF AMERICA,CALLAWAY-1,US,PWR  ,WH 4LP (DRYAMB),Operational,CALLAWAY,Inland near a river,"AMEREN UE, Union Electric Company",3565,1275,1171,1215,1975-09-01,1984-10-02,1984-10-24,1984-12-19,,,,"AMEREN UE, Union Electric Company",86.47,353.77
UNITED STATES OF AMERICA,CALLAWAY-2C,US,PWR  ,,Cancelled Constr.,CALLAWAY,Inland near a river,,3425,1176,1120,1120,1975-10-01,,,,,,1981-10-01,UNION ELECTRIC CO.,,
UNITED STATES OF AMERICA,CALVERT CLIFFS-1,US,PWR  ,CE 2LP (DRYAMB),Operational,CALVERT CLIFFS,Seacoast,"Exelon Corporation 
",2737,918,845,877,1968-06-01,1974-10-07,1975-01-03,1975-05-08,,,,"Exelon Generation Co., LLC",84.22,309.55
UNITED STATES OF AMERICA,CALVERT CLIFFS-2,US,PWR  ,CE 2LP (DRYAMB),Operational,CALVERT CLIFFS,Seacoast,"Exelon Corporation 
",2737,911,845,855,1968-06-01,1976-11-30,1976-12-07,1977-04-01,,,,"Exelon Generation Co., LLC",86.15,302.78
UNITED STATES OF AMERICA,CALVERT CLIFFS-3,US,PWR  ,US-EPR,Cancelled Plan,CALVERT CLIFFS,Seacoast,,4300,1720,1600,1600,,,,,,,2015-06-08,,,
UNITED STATES OF AMERICA,CATAWBA-1,US,PWR  ,WH 4LP (ICECND),Operational,CATAWBA,Inland near a lake,North Carolina Electric Membership Corp.,3411,1188,1145,1160,1974-05-01,1985-01-07,1985-01-22,1985-06-29,,,,Duke Energy  Corp.,87.34,344.15
UNITED STATES OF AMERICA,CATAWBA-2,US,PWR  ,WH 4LP (ICECND),Operational,CATAWBA,Inland near a lake,North Carolina Municipal Power Agency No.1,3411,1188,1145,1150,1974-05-01,1986-05-08,1986-05-18,1986-08-19,,,,Duke Energy  Corp.,88.06,337.1
UNITED STATES OF AMERICA,CENTRAL IOWA,US,BWR  ,,Cancelled Plan,CENTRAL IOWA,,,3500,1160,1100,1100,,,,,,,1975-09-01,IOWA ELECTRIC LIGHT & POWER CO.,,
UNITED STATES OF AMERICA,CHEROKEE-1,US,PWR  ,,Cancelled Constr.,CHEROKEE,Inland near a river,,3800,1343,1280,1280,1976-07-01,,,,,,1983-04-01,DUKE POWER CO.,,
UNITED STATES OF AMERICA,CHEROKEE-2,US,PWR  ,,Cancelled Constr.,CHEROKEE,Inland near a river,,3800,1343,1280,1280,1976-07-01,,,,,,1982-11-01,DUKE POWER CO.,,
UNITED STATES OF AMERICA,CHEROKEE-3,US,PWR  ,,Cancelled Constr.,CHEROKEE,Inland near a river,,3800,1343,1280,1280,1976-07-01,,,,,,1982-11-01,DUKE POWER CO.,,
UNITED STATES OF AMERICA,CLINCH RIVER,US,FBR  ,,Cancelled Plan,CLINCH RIVER,,,975,380,350,350,,,,,,,1983-11-01,Tennessee Valley Authority,,
UNITED STATES OF AMERICA,CLINTON-1,US,BWR  ,BWR-6 (Mark 3),Operational,CLINTON,Inland near a lake,"Exelon Corporation 
",3473,1098,950,1062,1975-10-01,1987-02-27,1987-04-24,1987-11-24,,,,"Exelon Generation Co., LLC",81.63,257.32
UNITED STATES OF AMERICA,CLINTON-2,US,BWR  ,,Cancelled Constr.,CLINTON,Inland near a lake,,2894,985,933,933,1975-10-01,,,,,,1983-10-01,ILLINOIS POWER CO.,,
UNITED STATES OF AMERICA,COLUMBIA,US,BWR  ,BWR-5 (Mark 2),Operational,COLUMBIA,Inland near a river,Energy Northwest,3486,1190,1100,1131,1972-08-01,1984-01-19,1984-05-27,1984-12-13,,,,Energy Northwest,78.39,295.66
UNITED STATES OF AMERICA,COMANCHE PEAK-1,US,PWR  ,WH 4LP (DRYAMB),Operational,COMANCHE PEAK,Inland near a lake,"Luminant Generation Company, LLC",3612,1259,1150,1205,1974-12-19,1990-04-03,1990-04-24,1990-08-13,,,,"Luminant Generation Company, LLC",88.91,315.5
UNITED STATES OF AMERICA,COMANCHE PEAK-2,US,PWR  ,WH 4LP (DRYAMB),Operational,COMANCHE PEAK,Inland near a lake,"Luminant Generation Company, LLC",3612,1250,1150,1195,1974-12-19,1993-03-24,1993-04-09,1993-08-03,,,,"Luminant Generation Company, LLC",89.86,289.91
UNITED STATES OF AMERICA,COMANCHE PEAK-3,US,PWR  ,US-APWR,Suspended Plan,COMANCHE PEAK,Inland near a lake,,0,0,1700,1700,,,,,,,2013-11-07,,,
UNITED STATES OF AMERICA,COMANCHE PEAK-4,US,PWR  ,US-APWR,Suspended Plan,COMANCHE PEAK,Inland near a lake,,0,0,1700,1700,,,,,,,2013-11-07,,,
UNITED STATES OF AMERICA,COOK-1,US,PWR  ,WH 4LP (ICECDN),Operational,DONALD COOK,Inland near a lake,"American Electric Power Company, Inc.",3304,1131,1030,1030,1969-03-25,1975-01-18,1975-02-10,1975-08-28,,,,"American Electric Power Company, Inc.",72.6,313.32
UNITED STATES OF AMERICA,COOK-2,US,PWR  ,WH 4LP (ICECDN),Operational,DONALD COOK,Inland near a lake,"American Electric Power Company, Inc.",3468,1231,1100,1168,1969-03-25,1978-03-10,1978-03-22,1978-07-01,,,,"American Electric Power Company, Inc.",73.76,327.17
UNITED STATES OF AMERICA,COOPER,US,BWR  ,BWR-4 (Mark 1),Operational,COOPER,Inland near a river,NEBRASKA PUBLIC POWER DISTRICT,2419,801,778,769,1968-06-01,1974-02-21,1974-05-10,1974-07-01,,,,"Entergy Nuclear Operations, Inc.",77.89,264.48
UNITED STATES OF AMERICA,CRYSTAL RIVER-3,US,PWR  ,B&W LLP (DRYAMB),Permanent Shutdown,CRYSTAL RIVER,Seacoast,Duke Energy  Corp.,2568,890,825,860,1968-09-25,1977-01-14,1977-01-30,1977-03-13,,,2013-02-05,Progress Energy,64.52,
UNITED STATES OF AMERICA,CRYSTAL RIVER-4,US,PWR  ,,Cancelled Plan,CRYSTAL RIVER,Seacoast,,2631,940,897,897,,,,,,,1972-07-01,FLORIDA POWER CO.,,
UNITED STATES OF AMERICA,CVTR,US,PHWR ,Prototype,Permanent Shutdown,CVTR,Inland near a lake,CAROLINAS-VIRGINIA NUCLEAR POWER ASSOC.,65,19,17,17,1960-01-01,1963-03-01,1963-12-18,1963-12-18,,,1967-01-10,CAROLINAS-VIRGINIA NUCLEAR POWER ASSOC.,,
UNITED STATES OF AMERICA,DAVIS BESSE-1,US,PWR  ,B&W RLP (DRYAMB),Operational,DAVIS BESSE,Inland near a lake,CLEVELAND ELECTRIC ILLUMINATING CO.,2817,925,906,894,1970-09-01,1977-08-12,1977-08-28,1978-07-31,,,,FIRST ENERGY NUCLEAR OPERATING CO.,74.43,267.21
UNITED STATES OF AMERICA,DAVIS BESSE-2,US,PWR  ,,Cancelled Plan,DAVIS BESSE,Inland near a lake,,2772,960,910,910,,,,,,,1980-01-01,STP Nuclear Operating Co.,,
UNITED STATES OF AMERICA,DAVIS BESSE-3,US,PWR  ,,Cancelled Plan,DAVIS BESSE,Inland near a lake,,2772,960,910,910,,,,,,,1980-01-01,STP Nuclear Operating Co.,,
UNITED STATES OF AMERICA,DIABLO CANYON-1,US,PWR  ,WH 4LP (DRYAMB),Operational,DIABLO CANYON,Seacoast,PG&E Corporation,3411,1197,1084,1138,1968-04-23,1984-04-29,1984-11-11,1985-05-07,,,,"Pacific Gas and Electric Company
",87.62,325.81
UNITED STATES OF AMERICA,DIABLO CANYON-2,US,PWR  ,WH 4LP (DRYAMB),Operational,DIABLO CANYON,Seacoast,PG&E Corporation,3411,1197,1106,1118,1970-12-09,1985-08-19,1985-10-20,1986-03-13,,,,"Pacific Gas and Electric Company
",86.88,325.71
UNITED STATES OF AMERICA,DOUGLAS POINT-1,US,BWR  ,,Cancelled Plan,DOUGLAS POINT (US),,,3411,1206,1178,1178,,,,,,,1980-05-01,POTOMAC ELECTRIC POWER CO.,,
UNITED STATES OF AMERICA,DOUGLAS POINT-2,US,BWR  ,,Cancelled Plan,DOUGLAS POINT (US),,,3411,1206,1178,1178,,,,,,,1978-01-01,POTOMAC ELECTRIC POWER CO.,,
UNITED STATES OF AMERICA,DRESDEN-1,US,BWR  ,,Permanent Shutdown,DRESDEN,Inland near a river,,700,207,192,197,1956-05-01,1959-10-15,1960-04-15,1960-07-04,,,1978-10-31,"Exelon Generation Co., LLC",45.47,
UNITED STATES OF AMERICA,DRESDEN-2,US,BWR  ,BWR-3 (Mark 1),Operational,DRESDEN,Inland near a river,"Exelon Corporation 
",2957,950,794,894,1966-01-10,1970-01-07,1970-04-13,1970-06-09,,,,"Exelon Generation Co., LLC",76.62,292.46
UNITED STATES OF AMERICA,DRESDEN-3,US,BWR  ,BWR-3 (Mark 1),Operational,DRESDEN,Inland near a river,"Exelon Corporation 
",2957,935,794,879,1966-10-14,1971-01-12,1971-07-22,1971-11-16,,,,"Exelon Generation Co., LLC",76.87,292.16
UNITED STATES OF AMERICA,DUANE ARNOLD-1,US,BWR  ,BWR-4 (Mark 1),Permanent Shutdown,DUANE ARNOLD,Inland near a river,"NextEra Energy Resources, LLC
",1912,624,601,601,1970-06-22,1974-03-23,1974-05-19,1975-02-01,,,2020-10-12,"NextEra Energy Resources, LLC
",79.04,
UNITED STATES OF AMERICA,ELK RIVER,US,BWR  ,-,Permanent Shutdown,ELK RIVER,Inland near a river,US Department of Energy,58,24,22,22,1959-01-01,1962-11-01,1963-08-24,1964-07-01,,,1968-02-01,RURAL COOPERATIVE POWER ASSOC.,,
UNITED STATES OF AMERICA,ERIE-1,US,PWR  ,,Cancelled Plan,ERIE,,,3760,1300,1260,1260,,,,,,,1980-01-01,OHIO EDISON CO.,,
UNITED STATES OF AMERICA,ERIE-2,US,PWR  ,,Cancelled Plan,ERIE,,,3760,1300,1260,1260,,,,,,,1980-01-01,OHIO EDISON CO.,,
UNITED STATES OF AMERICA,FARLEY-1,US,PWR  ,WH 3LP (DRYAMB),Operational,FARLEY,Inland near a river,Alabama Power Company,2775,918,829,874,1970-10-01,1977-08-09,1977-08-18,1977-12-01,,,,"Southern Nuclear Operating Company, Inc.",85.23,295.26
UNITED STATES OF AMERICA,FARLEY-2,US,PWR  ,WH 3LP (DRYAMB),Operational,FARLEY,Inland near a river,Alabama Power Company,2775,928,829,883,1970-10-01,1981-05-05,1981-05-25,1981-07-30,,,,"Southern Nuclear Operating Company, Inc.",88.34,285.96
UNITED STATES OF AMERICA,FERMI-1,US,FBR  ,Liquid Metal FBR,Permanent Shutdown,ENRICO FERMI,Inland near a lake,"Power Reactor Development Company (PRDC), consorti",200,65,60,61,1956-08-08,1963-08-23,1966-08-05,1966-08-07,,,1972-11-29,DETROIT EDISON CO.,3.69,
UNITED STATES OF AMERICA,FERMI-2,US,BWR  ,BWR-4 (Mark 1),Operational,ENRICO FERMI,Inland near a lake,DTE Energy Co.,3486,1198,1093,1115,1972-09-26,1985-06-21,1986-09-21,1988-01-23,,,,DETROIT EDISON CO.,77.77,273.45
UNITED STATES OF AMERICA,FERMI-3,US,BWR  ,ESBWR,Cancelled Plan,ENRICO FERMI,Inland near a lake,,4500,1600,1520,1520,,,,,,,2008-09-13,,,
UNITED STATES OF AMERICA,FITZPATRICK,US,BWR  ,BWR-4 (Mark 1),Operational,FITZPATRICK,Inland near a lake,"Exelon Corporation 
",2536,849,821,813,1968-09-01,1974-11-17,1975-02-01,1975-07-28,,,,"Exelon Generation Co., LLC",80.17,279.57
UNITED STATES OF AMERICA,FLOATING-1,US,PWR  ,,Cancelled Plan,FLOATING,,,3411,1211,1150,1150,,,,,,,1979-01-01,"PSEG Nuclear, LLC",,
UNITED STATES OF AMERICA,FLOATING-2,US,PWR  ,,Cancelled Plan,FLOATING,,,3411,1211,1150,1150,,,,,,,1978-01-01,"PSEG Nuclear, LLC",,
UNITED STATES OF AMERICA,FORKED RIVER,US,PWR  ,,Cancelled Constr.,FORKED RIVER,Seacoast,,3560,1123,1070,1070,1973-08-01,,,,,,1980-11-01,JERSEY CENTRAL POWER & LIGHT CO.,,
UNITED STATES OF AMERICA,FORT CALHOUN-1,US,PWR  ,CE 2LP,Permanent Shutdown,FORT CALHOUN,Inland near a river,OMAHA PUBLIC POWER DISTRICT,1500,512,478,482,1968-06-07,1973-08-06,1973-08-25,1973-09-26,,,2016-10-24,"Exelon Generation Co., LLC",72.93,
UNITED STATES OF AMERICA,FORT CALHOUN-2,US,PWR  ,,Cancelled Plan,FORT CALHOUN,Inland near a river,,3425,1182,1136,1136,,,,,,,1977-02-01,OMAHA PUBLIC POWER DISTRICT,,
UNITED STATES OF AMERICA,FORT ST. VRAIN,US,HTGR ,,Permanent Shutdown,FORT ST. VRAIN,Inland near a river,,842,342,330,330,1968-09-01,1974-01-31,1976-12-11,1979-07-01,,,1989-08-29,PUBLIC SERVICE CO. OF COLORADO,15.18,
UNITED STATES OF AMERICA,FULTON-1,US,HTGR ,,Cancelled Plan,FULTON,,,3000,1200,1160,1160,,,,,,,1976-03-01,PHILADELPHIA ELECTRIC CO.,,
UNITED STATES OF AMERICA,FULTON-2,US,HTGR ,,Cancelled Plan,FULTON,,,3000,1200,1160,1160,,,,,,,1976-03-01,PHILADELPHIA ELECTRIC CO.,,
UNITED STATES OF AMERICA,GE VALLECITOS,US,BWR  ,25,Permanent Shutdown,VALLECITOS,,General Electric and Pacific Gas and Electric Comp,50,24,24,24,1956-01-01,1957-08-03,1957-10-19,1957-10-19,,,1963-12-09,General Electric,,
UNITED STATES OF AMERICA,GINNA,US,PWR  ,WH 2LP (DRYAMB),Operational,R.E. GINNA,Inland near a lake,"Exelon Corporation 
",1775,608,470,560,1966-04-25,1969-11-08,1969-12-02,1970-07-01,,,,"Exelon Generation Co., LLC",86.22,209.21
